87.2,75.2
85.2,75.2
88.2,84.2
89.2,86.2
91.2,87.2
94.2,86.2
95.2,85.2
96.2,87.2
99.2,86.2
95.2,83.2
94.2,83.2
97.2,84.2
90.2,78.2
91.2,81.2
88.2,77.2
91.2,76.2
97.2,81.2
55.2,74.2
55.2,72.2
52.2,69.2
50.2,71.2
55.2,70.2
54.2,70.2
59.2,72.2
61.2,74.2
60.2,71.2
60.2,69.2
53.2,67.2
58.2,67.2
57.2,68.2
60.2,66.2
57.2,64.2
65.2,72.2
63.2,73.2
64.2,70.2
67.2,70.2
67.2,71.2
71.2,73.2
72.2,73.2
65.2,67.2
67.2,68.2
64.2,64.2
68.2,63.2
68.2,65.2
71.2,65.2
70.2,65.2
52.2,62.2
56.2,61.2
55.2,60.2
52.2,59.2
53.2,58.2
55.2,57.2
58.2,59.2
62.2,62.2
52.2,54.2
54.2,55.2
53.2,56.2
56.2,56.2
51.2,52.2
51.2,51.2
52.2,52.2
53.2,52.2
58.2,54.2
59.2,55.2
57.2,50.2
61.2,51.2
62.2,50.2
63.2,58.2
66.2,61.2
68.2,57.2
71.2,60.2
71.2,62.2
73.2,61.2
72.2,61.2
72.2,59.2
64.2,55.2
67.2,55.2
67.2,54.2
66.2,52.2
68.2,50.2
70.2,54.2
71.2,54.2
70.2,56.2
72.2,55.2
73.2,53.2
71.2,52.2
72.2,52.2
73.2,52.2
77.2,70.2
75.2,73.2
80.2,73.2
86.2,71.2
84.2,70.2
84.2,69.2
76.2,66.2
76.2,65.2
78.2,64.2
78.2,63.2
83.2,66.2
87.2,66.2
86.2,67.2
84.2,65.2
87.2,63.2
86.2,65.2
88.2,72.2
88.2,73.2
90.2,74.2
91.2,73.2
90.2,69.2
96.2,72.2
94.2,70.2
97.2,70.2
99.2,69.2
93.2,67.2
88.2,68.2
89.2,64.2
98.2,66.2
96.2,64.2
94.2,63.2
98.2,64.2
98.2,65.2
98.2,63.2
76.2,60.2
78.2,62.2
77.2,60.2
82.2,58.2
75.2,50.2
84.2,56.2
86.2,56.2
86.2,54.2
84.2,51.2
89.2,61.2
88.2,60.2
91.2,62.2
92.2,59.2
97.2,62.2
97.2,58.2
90.2,52.2
92.2,55.2
88.2,53.2
98.2,56.2
97.2,54.2
98.2,51.2
99.2,50.2
1.2,48.2
11.2,49.2
10.2,45.2
11.2,46.2
3.2,41.2
0.2,40.2
1.2,38.2
2.2,40.2
6.2,40.2
8.2,41.2
13.2,47.2
17.2,47.2
16.2,47.2
14.2,44.2
13.2,44.2
18.2,45.2
16.2,46.2
21.2,44.2
21.2,49.2
23.2,44.2
14.2,42.2
18.2,43.2
17.2,42.2
16.2,38.2
23.2,43.2
20.2,40.2
0.2,35.2
1.2,35.2
5.2,35.2
4.2,36.2
3.2,37.2
1.2,32.2
3.2,32.2
9.2,36.2
8.2,35.2
7.2,34.2
8.2,34.2
10.2,32.2
1.2,25.2
5.2,27.2
7.2,28.2
7.2,31.2
15.2,37.2
18.2,35.2
18.2,36.2
16.2,33.2
18.2,34.2
21.2,36.2
21.2,35.2
23.2,37.2
21.2,32.2
20.2,34.2
14.2,31.2
14.2,28.2
17.2,31.2
18.2,31.2
14.2,26.2
21.2,29.2
23.2,31.2
33.2,49.2
34.2,49.2
37.2,48.2
35.2,46.2
36.2,46.2
26.2,43.2
25.2,42.2
26.2,42.2
28.2,42.2
31.2,38.2
36.2,42.2
35.2,41.2
33.2,39.2
36.2,39.2
41.2,48.2
38.2,44.2
43.2,46.2
43.2,45.2
45.2,48.2
45.2,49.2
47.2,47.2
49.2,49.2
44.2,46.2
48.2,44.2
39.2,42.2
40.2,43.2
38.2,41.2
40.2,41.2
46.2,39.2
49.2,38.2
47.2,41.2
28.2,35.2
30.2,37.2
37.2,37.2
25.2,31.2
28.2,29.2
28.2,28.2
31.2,28.2
30.2,29.2
28.2,27.2
33.2,29.2
33.2,31.2
35.2,31.2
37.2,29.2
36.2,28.2
34.2,27.2
41.2,37.2
39.2,32.2
40.2,33.2
42.2,34.2
42.2,33.2
44.2,32.2
41.2,30.2
43.2,25.2
44.2,27.2
46.2,31.2
49.2,30.2
0.2,22.2
4.2,24.2
5.2,24.2
11.2,23.2
7.2,22.2
9.2,20.2
6.2,18.2
2.2,18.2
12.2,16.2
10.2,17.2
7.2,15.2
8.2,14.2
13.2,22.2
18.2,23.2
13.2,21.2
15.2,21.2
19.2,22.2
20.2,21.2
14.2,17.2
17.2,16.2
18.2,16.2
15.2,14.2
13.2,14.2
19.2,13.2
19.2,16.2
1.2,9.2
5.2,10.2
12.2,10.2
10.2,12.2
9.2,8.2
12.2,9.2
6.2,2.2
9.2,2.2
12.2,5.2
7.2,6.2
17.2,11.2
17.2,12.2
13.2,9.2
15.2,8.2
15.2,7.2
18.2,8.2
16.2,4.2
16.2,5.2
13.2,0.2
23.2,1.2
27.2,23.2
26.2,22.2
31.2,24.2
28.2,23.2
28.2,22.2
30.2,22.2
33.2,22.2
33.2,24.2
37.2,24.2
32.2,19.2
36.2,20.2
29.2,15.2
31.2,14.2
27.2,15.2
32.2,18.2
36.2,16.2
36.2,18.2
32.2,15.2
34.2,13.2
37.2,14.2
43.2,23.2
47.2,23.2
45.2,21.2
44.2,20.2
48.2,19.2
49.2,19.2
40.2,14.2
38.2,18.2
39.2,18.2
46.2,18.2
49.2,18.2
47.2,16.2
45.2,13.2
47.2,14.2
26.2,12.2
30.2,10.2
27.2,9.2
29.2,7.2
33.2,12.2
32.2,11.2
37.2,10.2
36.2,8.2
35.2,7.2
37.2,8.2
26.2,1.2
28.2,5.2
25.2,2.2
33.2,6.2
33.2,4.2
36.2,3.2
37.2,4.2
35.2,5.2
33.2,2.2
35.2,2.2
39.2,11.2
43.2,12.2
42.2,12.2
43.2,8.2
41.2,9.2
46.2,8.2
48.2,11.2
46.2,9.2
41.2,6.2
47.2,3.2
45.2,3.2
47.2,1.2
50.2,49.2
51.2,49.2
59.2,48.2
62.2,48.2
52.2,41.2
53.2,43.2
53.2,41.2
52.2,38.2
53.2,38.2
54.2,38.2
62.2,39.2
60.2,42.2
58.2,38.2
70.2,49.2
69.2,45.2
69.2,46.2
70.2,46.2
72.2,46.2
73.2,46.2
73.2,45.2
65.2,41.2
73.2,42.2
73.2,41.2
71.2,40.2
72.2,40.2
50.2,36.2
55.2,37.2
51.2,32.2
52.2,32.2
55.2,34.2
57.2,37.2
57.2,35.2
59.2,35.2
58.2,35.2
59.2,33.2
60.2,34.2
50.2,29.2
56.2,28.2
56.2,30.2
52.2,27.2
51.2,26.2
56.2,27.2
54.2,27.2
53.2,25.2
57.2,29.2
67.2,32.2
66.2,37.2
67.2,35.2
73.2,37.2
74.2,37.2
63.2,30.2
65.2,30.2
64.2,27.2
68.2,27.2
70.2,29.2
71.2,28.2
74.2,30.2
71.2,27.2
72.2,27.2
75.2,49.2
75.2,47.2
81.2,47.2
77.2,44.2
81.2,45.2
81.2,44.2
83.2,45.2
84.2,45.2
85.2,44.2
87.2,46.2
76.2,42.2
75.2,40.2
77.2,38.2
75.2,39.2
78.2,40.2
81.2,39.2
80.2,39.2
83.2,41.2
87.2,41.2
85.2,42.2
87.2,40.2
88.2,47.2
90.2,48.2
94.2,48.2
94.2,49.2
98.2,49.2
96.2,44.2
95.2,45.2
92.2,40.2
91.2,42.2
88.2,42.2
95.2,41.2
98.2,41.2
96.2,40.2
77.2,34.2
75.2,32.2
80.2,34.2
80.2,33.2
79.2,34.2
85.2,35.2
83.2,32.2
87.2,32.2
86.2,34.2
81.2,28.2
78.2,25.2
87.2,26.2
84.2,29.2
87.2,27.2
90.2,33.2
93.2,34.2
97.2,32.2
94.2,33.2
94.2,36.2
89.2,30.2
93.2,31.2
89.2,26.2
88.2,25.2
95.2,26.2
98.2,31.2
50.2,22.2
53.2,23.2
50.2,20.2
52.2,21.2
60.2,19.2
59.2,19.2
58.2,20.2
55.2,17.2
51.2,17.2
52.2,13.2
61.2,16.2
62.2,16.2
59.2,13.2
66.2,23.2
66.2,24.2
65.2,20.2
74.2,21.2
68.2,13.2
67.2,16.2
72.2,14.2
71.2,15.2
50.2,10.2
54.2,11.2
50.2,9.2
50.2,8.2
61.2,7.2
58.2,10.2
62.2,7.2
56.2,2.2
50.2,1.2
59.2,6.2
58.2,5.2
58.2,6.2
58.2,4.2
60.2,3.2
57.2,0.2
59.2,1.2
66.2,10.2
66.2,12.2
64.2,9.2
66.2,7.2
67.2,9.2
72.2,10.2
74.2,8.2
72.2,8.2
72.2,7.2
63.2,6.2
66.2,4.2
67.2,4.2
69.2,5.2
70.2,5.2
71.2,4.2
71.2,3.2
73.2,0.2
75.2,24.2
76.2,20.2
77.2,21.2
81.2,20.2
81.2,19.2
83.2,23.2
87.2,23.2
84.2,20.2
84.2,19.2
86.2,21.2
79.2,17.2
78.2,17.2
80.2,16.2
76.2,15.2
78.2,14.2
84.2,17.2
86.2,17.2
85.2,18.2
83.2,14.2
82.2,13.2
86.2,15.2
85.2,15.2
88.2,21.2
89.2,21.2
94.2,22.2
97.2,22.2
97.2,21.2
89.2,16.2
90.2,16.2
92.2,18.2
92.2,17.2
90.2,14.2
88.2,14.2
89.2,14.2
93.2,15.2
99.2,14.2
97.2,14.2
99.2,17.2
75.2,11.2
75.2,10.2
79.2,11.2
75.2,7.2
76.2,8.2
79.2,7.2
80.2,9.2
83.2,8.2
84.2,7.2
84.2,10.2
77.2,4.2
81.2,5.2
81.2,3.2
80.2,5.2
76.2,2.2
76.2,0.2
77.2,0.2
77.2,1.2
80.2,0.2
81.2,0.2
80.2,1.2
84.2,6.2
83.2,6.2
82.2,6.2
87.2,5.2
91.2,12.2
99.2,8.2
88.2,3.2
90.2,4.2
91.2,3.2
92.2,5.2
95.2,5.2
95.2,4.2
98.2,0.2
99.2,2.2
